iteracao,y_hat_mistakes,y_hat_syntax
862,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
863,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
864,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 2 2 2]
865,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
866,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 2 2 2]
867,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 2 2 2]
868,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2]
869,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
870,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 4 2 2]
871,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
872,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
873,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
874,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
875,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 4 2 4 2 2]
876,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
877,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 4 2 4 2 2]
878,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 4 2 4 2 2]
879,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 4 2 4 2 2]
880,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 3 4 3 2 4 2 4 2 2]
881,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 2 2 4 4 2 2 4 2 4 2 2]
882,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 2 2 2 4 2 2 4 2 4 4 2]
883,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 2 2 4 4 2 2 4 2 4 2 2]
884,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 2 4 4 4 3 2 4 2 4 4 2]
885,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 2 4 3 4 4 2 4 2 4 4 2]
886,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 2 4 4 4 2 2 4 2 4 2 2]
887,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 2 2 4 2 4 4 2]
888,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 4 4 4 2 2 4 2 4 4 2]
889,[2 1 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
890,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 2 2 4 2 4 2 2]
891,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
892,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 4 4 4 4 2 4 2 4 4 2]
893,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 4 4 4 4 4 4 2 4 4 4 4 2 4 2 4 4 2]
894,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 4 4 4 4 4 4 2 4 4 4 3 2 4 2 4 2 2]
895,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 2 4 4 4 4 2 4 2 4 4 2]
896,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
897,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
898,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
899,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 2 4 4 4 4 4 2 4 4 4 4 2 4 2 4 4 2]
900,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 2 4 4 4 4 4 2 4 4 4 4 2 4 2 4 4 2]
901,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 4 4 4 4 2 4 2 4 4 2]
902,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 2 4 4 2 2 4 2 4 2 2]
903,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 2 2 2 4 4 2 2 4 2 4 4 2]
904,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 2 2 2 4 4 2 2 2 2 4 2 2]
905,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
906,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
907,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
908,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 3 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
909,[0 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
910,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
911,[2 0 2 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 2 2 2 2 4 2 2 2 2 4 2 2]
912,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 2 2 2 2 4 2 2 2 2 4 2 2]
913,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 2 2 2 3 4 2 2 3 2 4 2 2]
914,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 2 2 2 3 4 2 2 3 2 4 2 2]
915,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 2 2 2 3 4 3 2 3 2 4 4 2]
916,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 2 3 2 3 4 2 2 4 2 4 4 2]
917,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 2 2 2 3 4 2 2 3 2 4 2 2]
918,[2 0 2 0 2 0 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 2 2 4 3 4 3 2 3 2 4 4 2]
919,[2 0 2 0 2 0 2 2 2 2 2 2 3 3 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 3 2 3 4 3 2 3 2 4 4 2]
920,[2 0 2 2 2 0 2 2 2 2 2 3 3 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 3 4 3 3 4 3 2 3 2 4 4 2]
921,[2 0 2 2 2 0 2 2 3 2 2 3 2 2 3 3 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 2 2 2 2 2 4 3 4 4 4 4 4 3 4 4 4 3 3 4 2 4 4 2]
922,[2 0 2 2 2 0 2 2 3 3 2 3 3 2 3 3 2 2 2 2 2 2 2 2 3 2 2],[2 2 4 2 2 2 2 2 3 4 4 4 4 3 4 4 4 4 4 4 4 3 4 2 4 4 2]
923,[2 0 2 2 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 2 2],[2 2 4 2 3 2 2 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
924,[2 0 2 2 2 0 2 2 2 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 3 3 2],[3 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 2]
925,[2 0 2 1 2 0 2 2 3 3 3 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[2 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
926,[2 0 2 1 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[3 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
927,[2 0 2 1 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[4 2 4 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
928,[2 0 2 1 2 0 2 2 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 3 3 2],[4 2 4 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
929,[2 0 2 2 2 0 2 2 3 3 3 3 3 3 3 3 2 2 3 3 2 2 2 2 3 3 2],[4 2 4 2 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
930,[2 0 2 2 2 0 2 2 3 3 3 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[4 2 4 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
931,[2 0 2 1 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 3 3 2],[4 2 4 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
932,[2 0 2 1 2 0 2 3 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[4 2 4 2 3 3 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
933,[2 0 2 1 2 0 2 3 3 3 2 3 3 3 3 2 2 2 2 2 2 2 2 2 3 3 2],[4 2 4 3 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
934,[2 0 2 1 2 0 2 2 3 3 2 3 3 2 3 2 2 2 2 2 2 2 2 2 3 3 2],[4 2 4 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
935,[2 0 2 1 2 0 2 2 3 3 2 2 3 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 3 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
936,[2 0 2 1 2 0 2 2 3 3 2 3 3 3 2 3 2 2 2 3 2 2 2 2 3 3 2],[3 2 4 3 3 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
937,[2 0 2 1 2 0 2 2 3 3 2 3 3 2 3 3 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 3 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
938,[2 0 2 1 2 0 2 2 3 3 2 2 3 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 2 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
939,[2 0 2 1 2 0 1 2 2 3 2 2 3 3 2 3 2 2 2 2 2 1 2 2 3 3 2],[3 2 3 2 3 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
940,[2 0 2 1 2 0 1 2 2 3 2 3 3 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 3 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4]
941,[0 0 1 1 2 0 1 2 2 3 2 3 3 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 2 3 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
942,[2 0 1 1 2 0 1 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 1 2],[3 2 4 2 3 3 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
943,[2 0 2 1 2 0 1 2 2 3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 3 1 2],[3 2 4 2 3 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
944,[1 0 1 1 2 0 1 2 2 3 2 2 1 2 2 2 2 2 2 2 2 1 2 2 3 1 2],[3 2 4 2 3 3 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
945,[1 0 1 1 1 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[3 2 4 3 3 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
946,[1 0 1 1 1 0 1 2 2 3 2 3 2 1 3 2 2 2 2 2 2 2 2 1 3 1 2],[3 2 4 2 4 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
947,[1 0 1 1 2 0 1 1 1 1 2 2 2 2 2 2 2 2 1 2 2 1 2 1 2 1 2],[3 2 4 3 3 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
948,[1 0 1 1 2 0 1 1 1 3 2 2 3 3 2 2 2 2 2 2 2 1 2 2 3 1 2],[3 2 4 3 3 3 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
949,[1 1 1 1 1 0 1 2 1 1 1 2 2 2 2 2 2 2 2 2 2 1 2 1 3 1 2],[3 2 3 2 3 2 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
950,[1 1 1 1 2 0 1 1 1 1 1 2 1 2 2 1 2 2 1 1 2 1 2 2 3 1 2],[3 2 4 3 3 3 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
951,[1 1 1 1 1 0 1 1 1 1 1 1 2 1 2 1 2 2 1 2 2 1 2 1 2 1 2],[3 2 4 3 3 2 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 4]
952,[1 1 1 1 1 0 1 1 1 1 1 2 1 1 2 2 2 2 2 2 2 1 2 1 2 1 2],[3 2 4 2 3 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
953,[1 1 1 1 1 0 1 1 1 1 1 2 2 2 2 1 2 2 2 2 2 1 2 1 2 1 2],[3 2 4 3 4 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
954,[1 1 1 1 1 0 1 2 1 1 1 2 1 2 2 1 2 2 1 2 2 1 2 1 2 1 2],[4 2 4 2 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
955,[1 1 1 1 1 0 1 1 1 1 1 2 2 1 2 2 2 2 1 2 2 1 2 1 2 1 2],[3 2 3 3 3 3 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
956,[1 1 1 1 1 0 1 2 2 1 1 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2],[3 2 4 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
957,[1 1 1 1 1 1 1 2 2 1 1 2 1 2 2 2 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 2 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4]
958,[1 1 1 1 2 0 1 1 1 1 1 2 1 1 2 2 2 2 1 2 2 1 2 1 2 1 2],[4 2 4 2 3 2 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
959,[1 1 1 1 2 0 1 2 1 2 1 2 1 1 2 1 2 2 2 2 2 1 2 2 2 1 2],[3 2 4 2 3 3 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
960,[1 1 1 1 2 0 1 1 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 2 4 3 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
961,[1 1 1 1 2 1 1 1 2 1 1 2 2 2 2 2 2 2 2 1 2 1 2 1 2 1 2],[4 2 4 2 3 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
962,[1 1 1 1 1 1 1 2 1 1 2 2 2 1 2 1 2 2 2 2 2 1 2 1 2 1 2],[3 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
963,[1 1 1 1 2 1 1 2 2 1 1 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
964,[2 1 1 1 2 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
965,[1 1 1 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[4 2 4 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
966,[2 1 1 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[3 2 4 2 3 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
967,[2 1 2 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2],[4 2 4 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
968,[2 1 2 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
969,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
970,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
971,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
972,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 3 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
973,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
974,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
975,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 4 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
976,[2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
977,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 4 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 3]
978,[2 2 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 3 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
979,[2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
980,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
981,[2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 3 2 4 2 4 3 2]
982,[2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 3 4 4 2 2 4 4 4 2 4 2 4 3 2]
983,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 2 3 4 4 3 2 4 2 4 2 2]
984,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 3 4 4 2 4 3 2 2 4 4 2 2 4 2 4 2 2]
